GeneID,Base-mean,log2_FC,StdErr,Wald-Stats,P-value,P-adj,chr,start,stop,strand,NA,genename
ENSMUSG00000102565,16.57679779,-1.430591056,0.464872232,-3.077385477,0.002088251,0.028040045,chr1,92019591,92022097,-,TEC,Gm37036
ENSMUSG00000098814,17.46832598,1.430282691,0.464858021,3.076816202,0.002092243,0.028064384,chr6,68736296,68736780,-,IG_V_gene,Igkv19-93
ENSMUSG00000019856,18.33857809,1.424818767,0.463644511,3.073084513,0.002118585,0.028358645,chr10,53633144,53751123,-,protein_coding,Fam184a
ENSMUSG00000022816,39.3070883,1.41982887,0.462326944,3.071049369,0.002133079,0.028463892,chr16,37776872,37836514,+,protein_coding,Fstl1
ENSMUSG00000047030,140.6965513,1.01865784,0.331965741,3.06856315,0.002150909,0.028672102,chr2,167481132,167492887,-,protein_coding,Spata2
ENSMUSG00000049939,45.75698004,-1.392781753,0.454178707,-3.066594123,0.002165126,0.02883178,chr6,28661830,28831747,-,protein_coding,Lrrc4
ENSMUSG00000111496,90.78948342,-1.13538234,0.370650807,-3.063212917,0.002189742,0.029039452,chr10,29351878,29353893,-,TEC,Gm47483
ENSMUSG00000055370,22.11447909,-1.433591107,0.468225772,-3.061751816,0.002200458,0.029129046,chr16,43345886,43363666,-,lincRNA,Gm9968
ENSMUSG00000076462,33.16151408,-1.379564344,0.451715077,-3.054058666,0.002257679,0.029756536,chr6,41047339,41047995,+,TR_V_gene,Trbv2
ENSMUSG00000109279,72.68503568,-1.171549322,0.383733744,-3.053026587,0.002265459,0.029798071,chr7,90201277,90203786,+,TEC,Gm45220
ENSMUSG00000083435,17.5034437,-1.430192172,0.468658735,-3.051670791,0.002275715,0.029902436,chr5,64190032,64190987,-,processed_pseudogene,Gm15824
ENSMUSG00000098108,11.40863226,-1.351423493,0.44365694,-3.046100197,0.002318306,0.030400022,chr3,106934381,107093894,-,antisense,Gm27008
ENSMUSG00000076555,13.71726431,1.401372898,0.460257834,3.044756208,0.00232869,0.030482435,chr6,69544358,69544907,-,IG_V_gene,Igkv4-57-1
ENSMUSG00000029832,42.36322895,-1.317880058,0.433330314,-3.041282863,0.002355724,0.030765374,chr6,51432669,51458768,+,protein_coding,Nfe2l3
ENSMUSG00000041220,152.0497689,1.11325684,0.366121902,3.040672609,0.002360503,0.030796558,chr3,129532354,129638495,+,protein_coding,Elovl6
ENSMUSG00000021057,40.19792959,-1.335977247,0.43975574,-3.037998426,0.002381552,0.030977015,chr12,76324890,76334153,+,protein_coding,Akap5
ENSMUSG00000089707,25.38265792,-1.405480143,0.463435863,-3.032739274,0.002423449,0.031395122,chr14,103692982,103699442,-,antisense,Slain1os
ENSMUSG00000102850,72.20921432,-1.196677243,0.394894188,-3.030374412,0.002442507,0.031578482,chr9,32535250,32537177,-,TEC,Gm37082
ENSMUSG00000029414,50.50221645,1.321217207,0.436331694,3.028011087,0.002461691,0.031794573,chr5,123749725,123821593,+,protein_coding,Kntc1
ENSMUSG00000024130,88.29762513,-1.142305635,0.378034607,-3.021695936,0.002513629,0.032400401,chr17,24352022,24410201,+,protein_coding,Abca3
ENSMUSG00000107813,26.80233571,-1.410772387,0.468601214,-3.010603358,0.002607292,0.033473677,chr6,52599500,52603245,-,TEC,Gm44434
ENSMUSG00000104340,14.98367956,1.376212399,0.457234134,3.009863646,0.00261365,0.033495316,chr1,170981943,170986466,+,lincRNA,Gm10522
ENSMUSG00000033863,57.58429659,1.244233884,0.413965538,3.005646047,0.002650173,0.033837901,chr19,23141225,23166911,+,protein_coding,Klf9
ENSMUSG00000097042,95.25053103,-1.097782277,0.365466064,-3.003787174,0.002666418,0.033995506,chr8,22480290,22483332,+,sense_intronic,Gm17491
ENSMUSG00000109638,23.32966723,-1.398226444,0.466459745,-2.99752864,0.002721783,0.034530441,chr7,142051164,142053075,-,TEC,Gm45630
ENSMUSG00000097136,36.56820669,-1.325751357,0.442759657,-2.994291228,0.002750832,0.034735215,chr14,25548389,25554369,-,lincRNA,Gm26772
ENSMUSG00000079436,12.81376266,-1.367313481,0.457425762,-2.989148394,0.002797562,0.035080616,chr1,87386362,87394729,-,protein_coding,Kcnj13
ENSMUSG00000076474,22.64462778,-1.397639665,0.467905251,-2.987014274,0.002817166,0.035188636,chr6,41163061,41163556,+,TR_V_gene,Trbv17
ENSMUSG00000074024,177.0792711,-1.051791763,0.352053142,-2.987593741,0.00281183,0.035188636,chr7,92734165,92741468,-,bidirectional_promoter_lncRNA,4632427E13Rik
ENSMUSG00000062376,77.58013599,1.198897039,0.401372923,2.986990328,0.002817386,0.035188636,chr19,46689905,46703382,+,protein_coding,Borcs7
ENSMUSG00000103151,41.22253299,-1.3048306,0.437098993,-2.985206145,0.002833873,0.035360251,chr9,32477332,32480377,-,TEC,Gm38292
ENSMUSG00000105643,44.83618731,-1.285837004,0.431021402,-2.983232381,0.002852213,0.035504098,chr3,157980247,157983654,+,TEC,Gm42611
ENSMUSG00000086825,76.43755439,-1.225612721,0.411530308,-2.978183375,0.002899624,0.03590237,chr1,130429780,130437191,-,lincRNA,Gm15675
ENSMUSG00000030523,10.244471,-1.316538481,0.44203099,-2.978385028,0.002897717,0.03590237,chr7,64153834,64269775,+,protein_coding,Trpm1
ENSMUSG00000089647,52.96831614,-1.245844359,0.418256003,-2.97866462,0.002895075,0.03590237,chr15,6604340,6654303,-,antisense,Gm2245
ENSMUSG00000026347,62.21495622,1.19463663,0.401775116,2.97339627,0.002945239,0.036292677,chr1,127486557,127679548,-,protein_coding,Tmem163
ENSMUSG00000085826,87.14702839,-1.12461718,0.378793622,-2.968944336,0.002988247,0.036612426,chr16,45945605,45971370,+,antisense,Gm15638
ENSMUSG00000079017,142.9378936,-1.086262928,0.365989949,-2.968013006,0.002997316,0.036688635,chr12,103442166,103443680,-,protein_coding,Ifi27l2a
ENSMUSG00000102602,102.3974616,-1.092767721,0.368322936,-2.966873943,0.003008443,0.03675495,chr4,131878627,131883237,+,TEC,A930004J17Rik
ENSMUSG00000005225,44.39945966,1.336999769,0.451317648,2.962436268,0.00305215,0.037147953,chr6,54595110,54645839,+,protein_coding,Plekha8
ENSMUSG00000078635,13.33779959,-1.368167274,0.462196066,-2.960144785,0.003074945,0.037390053,chr11,103264859,103267745,-,processed_transcript,1700028N14Rik
ENSMUSG00000026638,34.53270341,-1.346745016,0.455173183,-2.958752992,0.003088866,0.037488525,chr1,193153110,193172023,+,protein_coding,Irf6
ENSMUSG00000103624,40.93470076,-1.324930528,0.448450359,-2.954464195,0.003132125,0.037942025,chr9,100877090,100880115,+,TEC,Gm3081
ENSMUSG00000006800,26.31232932,1.380183798,0.468116367,2.948377571,0.003194466,0.038599012,chr2,166073088,166155663,-,protein_coding,Sulf2
ENSMUSG00000032593,60.53410399,-1.198533827,0.407383467,-2.942028636,0.003260698,0.039204486,chr9,108053158,108055701,+,protein_coding,Amigo3
ENSMUSG00000036295,10.99464763,-1.321945553,0.450250444,-2.936022762,0.003324499,0.03989709,chr12,41451667,41486431,-,protein_coding,Lrrn3
ENSMUSG00000097354,88.58295846,-1.081395,0.368448605,-2.934995511,0.003335525,0.039992139,chr6,129208411,129238725,-,lincRNA,2310001H17Rik
ENSMUSG00000046791,93.4886724,1.043926124,0.355980959,2.932533603,0.003362085,0.040235663,chr12,83950607,83952951,+,protein_coding,Riox1
ENSMUSG00000108394,49.43395511,-1.231417125,0.420074944,-2.931422462,0.003374136,0.040267606,chr3,90311517,90317015,+,TEC,Gm45477
ENSMUSG00000112230,126.2238011,-1.044033111,0.356107009,-2.931796015,0.00337008,0.040267606,chr10,118502034,118556525,-,lincRNA,Ifngas1
ENSMUSG00000103697,58.95561885,-1.173783184,0.401099374,-2.926414899,0.003428933,0.040883677,chrX,103576425,103581101,-,TEC,Gm38020
ENSMUSG00000102939,21.6145551,-1.371058658,0.469047718,-2.923068601,0.003466001,0.041249261,chr9,71896712,71899453,-,TEC,Gm38111
ENSMUSG00000098761,13.13337229,-1.347787719,0.461573347,-2.919986014,0.003500471,0.04162102,chr9,71908842,71909551,+,processed_pseudogene,Gm18821
ENSMUSG00000078247,74.5299439,-1.148131695,0.393688078,-2.916348648,0.003541545,0.042031775,chr17,12741310,12860122,+,antisense,Airn
ENSMUSG00000040694,59.55553107,1.205353423,0.413876091,2.912353358,0.003587166,0.042377922,chr17,48419230,48432728,-,protein_coding,Apobec2
ENSMUSG00000108199,31.24423618,-1.344032979,0.461663726,-2.911281314,0.003599498,0.042406892,chr6,92144488,92146293,-,TEC,Gm44249
ENSMUSG00000108560,27.30733254,-1.340799697,0.460543261,-2.911343646,0.00359878,0.042406892,chr7,75484860,75486491,+,TEC,Gm44695
ENSMUSG00000076906,25.1660071,-1.352629955,0.465553855,-2.905421015,0.003667594,0.043130236,chr14,54196080,54196140,+,TR_J_gene,Traj23
ENSMUSG00000112111,30.83889257,-1.344740664,0.463868378,-2.89897033,0.003743903,0.043902446,chr10,28806293,28806756,-,processed_pseudogene,Gm47834
ENSMUSG00000105707,60.07804704,-1.201525205,0.414703463,-2.897311723,0.003763756,0.044059894,chr5,62656798,62660107,-,TEC,Gm43753
ENSMUSG00000045658,12.10098904,1.308544248,0.452026399,2.894840324,0.003793514,0.044287476,chr1,84036295,84364180,-,protein_coding,Pid1
ENSMUSG00000111690,35.24705736,-1.293451923,0.447524271,-2.8902386,0.003849495,0.044859684,chr9,45008141,45009347,-,TEC,Gm48720
ENSMUSG00000050335,82.15717638,1.299836074,0.450192123,2.887291908,0.003885735,0.045241063,chr14,47367750,47386160,+,protein_coding,Lgals3
ENSMUSG00000073755,20.03765831,1.352329799,0.468983292,2.883535132,0.003932388,0.045651891,chr4,126609817,126614371,+,protein_coding,5730409E04Rik
ENSMUSG00000020231,47.5435434,1.226886989,0.425439269,2.88381228,0.003928929,0.045651891,chr10,76262735,76345291,-,protein_coding,Dip2a
ENSMUSG00000024353,11.12125494,1.305399308,0.453112026,2.880963723,0.003964613,0.045951681,chr18,35647265,35649367,-,protein_coding,Mzb1
ENSMUSG00000013236,112.5518428,-1.037256138,0.360199843,-2.879668494,0.003980935,0.046018488,chr17,56412425,56476483,-,protein_coding,Ptprs
ENSMUSG00000104170,14.59543079,-1.33421102,0.463673701,-2.877478315,0.004008675,0.046254214,chr1,13297035,13298907,-,TEC,Gm37702
ENSMUSG00000046798,15.81469702,1.343438858,0.46792691,2.871044237,0.004091183,0.047037642,chr5,5505014,5514873,-,protein_coding,Cldn12
ENSMUSG00000104413,11.62950805,-1.30842044,0.455992011,-2.86939334,0.0041126,0.0471996,chr1,171909956,171919356,-,antisense,Gm37065
ENSMUSG00000102225,14.14588605,-1.331575082,0.464016028,-2.869674755,0.004108942,0.0471996,chr9,72315130,72317136,+,TEC,Gm37983
ENSMUSG00000085391,31.88041242,-1.316134613,0.459134307,-2.866556893,0.004149636,0.04753991,chr1,38235419,38246666,+,antisense,Gm16150
ENSMUSG00000042942,50.59045708,-1.190356301,0.415300181,-2.866255194,0.004153593,0.047542945,chr18,10325178,10562934,+,protein_coding,Greb1l
ENSMUSG00000090516,20.26852164,-1.34160416,0.468634417,-2.862794774,0.004199225,0.047979959,chr9,59471758,59472233,-,processed_pseudogene,Rps11-ps1
ENSMUSG00000061186,74.28925681,-1.090167309,0.381912063,-2.85449823,0.004310487,0.04907705,chr2,10370509,10595253,+,protein_coding,Sfmbt2
ENSMUSG00000055116,112.5286159,-1.130971614,0.396389307,-2.853183967,0.004328356,0.0491935,chr7,113207464,113314126,+,protein_coding,Arntl
ENSMUSG00000112816,12.23168203,-1.295009692,0.454202016,-2.851175571,0.004355791,0.04946166,chr10,12420803,12421596,-,TEC,Gm48798
ENSMUSG00000105140,17.23148383,-1.33528731,0.468663951,-2.849135949,0.004383814,0.049692234,chr9,110893110,110895899,-,TEC,Gm43127
ENSMUSG00000102625,16.62008871,-1.321748113,0.464129338,-2.847801258,0.004402241,0.049813403,chr3,75619346,75623360,+,TEC,Gm37672
ENSMUSG00000100768,11.13505334,-1.271634094,0.446842906,-2.845819136,0.004429735,0.049948944,chr1,86774818,86776528,+,sense_intronic,Gm29055
ENSMUSG00000025915,95.02791664,-1.002131811,0.352189217,-2.845435811,0.00443507,0.049965348,chr1,9798106,9900845,+,protein_coding,Sgk3
ENSMUSG00000104449,18.48236079,-1.334180189,0.468950667,-2.845033139,0.00444068,0.049984825,chr2,12372211,12375271,-,TEC,Gm37255
