initial_alias,converted_alias,name,description,namespace
ENSMUSG00000026683,ENSMUSG00000026683,Nuf2,"NUF2, NDC80 kinetochore complex component [Source:MGI Symbol;Acc:MGI:1914227]","ARRAYEXPRESS,ENSG"
ENSMUSG00000103227,ENSMUSG00000103227,Gm37733,"predicted gene, 37733 [Source:MGI Symbol;Acc:MGI:5610961]","ARRAYEXPRESS,ENSG"
ENSMUSG00000049985,ENSMUSG00000049985,Ankrd55,ankyrin repeat domain 55 [Source:MGI Symbol;Acc:MGI:1924568],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022900,ENSMUSG00000022900,Ildr1,immunoglobulin-like domain containing receptor 1 [Source:MGI Symbol;Acc:MGI:2146574],"ARRAYEXPRESS,ENSG"
ENSMUSG00000090164,ENSMUSG00000090164,BC035044,cDNA sequence BC035044 [Source:MGI Symbol;Acc:MGI:2448540],"ARRAYEXPRESS,ENSG"
ENSMUSG00000105703,ENSMUSG00000105703,Gm43305,predicted gene 43305 [Source:MGI Symbol;Acc:MGI:5663442],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022070,ENSMUSG00000022070,Bora,"bora, aurora kinase A activator [Source:MGI Symbol;Acc:MGI:1924994]","ARRAYEXPRESS,ENSG"
ENSMUSG00000000127,ENSMUSG00000000127,Fer,fer (fms/fps related) protein kinase [Source:MGI Symbol;Acc:MGI:105917],"ARRAYEXPRESS,ENSG"
ENSMUSG00000073145,ENSMUSG00000073145,Gm12000,predicted gene 12000 [Source:MGI Symbol;Acc:MGI:3651524],"ARRAYEXPRESS,ENSG"
ENSMUSG00000109638,ENSMUSG00000109638,Gm45630,predicted gene 45630 [Source:MGI Symbol;Acc:MGI:5791466],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040204,ENSMUSG00000040204,Pclaf,PCNA clamp associated factor [Source:MGI Symbol;Acc:MGI:1915276],"ARRAYEXPRESS,ENSG"
ENSMUSG00000001403,ENSMUSG00000001403,Ube2c,ubiquitin-conjugating enzyme E2C [Source:MGI Symbol;Acc:MGI:1915862],"ARRAYEXPRESS,ENSG"
ENSMUSG00000104413,ENSMUSG00000104413,Gm37065,"predicted gene, 37065 [Source:MGI Symbol;Acc:MGI:5610293]","ARRAYEXPRESS,ENSG"
ENSMUSG00000027306,ENSMUSG00000027306,Nusap1,nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040372,ENSMUSG00000040372,Gpr63,G protein-coupled receptor 63 [Source:MGI Symbol;Acc:MGI:2135884],"ARRAYEXPRESS,ENSG"
ENSMUSG00000106375,ENSMUSG00000106375,Gm43361,predicted gene 43361 [Source:MGI Symbol;Acc:MGI:5663498],"ARRAYEXPRESS,ENSG"
ENSMUSG00000108752,ENSMUSG00000108752,Gm45191,predicted gene 45191 [Source:MGI Symbol;Acc:MGI:5753767],"ARRAYEXPRESS,ENSG"
ENSMUSG00000095589,ENSMUSG00000095589,Ighv1-55,immunoglobulin heavy variable 1-55 [Source:MGI Symbol;Acc:MGI:4439716],"ARRAYEXPRESS,ENSG"
ENSMUSG00000049939,ENSMUSG00000049939,Lrrc4,leucine rich repeat containing 4 [Source:MGI Symbol;Acc:MGI:2182081],"ARRAYEXPRESS,ENSG"
ENSMUSG00000108689,ENSMUSG00000108689,Gm45354,predicted gene 45354 [Source:MGI Symbol;Acc:MGI:5791190],"ARRAYEXPRESS,ENSG"
ENSMUSG00000034220,ENSMUSG00000034220,Gpc1,glypican 1 [Source:MGI Symbol;Acc:MGI:1194891],"ARRAYEXPRESS,ENSG"
ENSMUSG00000039328,ENSMUSG00000039328,Rnf122,ring finger protein 122 [Source:MGI Symbol;Acc:MGI:1916117],"ARRAYEXPRESS,ENSG"
ENSMUSG00000109709,ENSMUSG00000109709,Gm45290,predicted gene 45290 [Source:MGI Symbol;Acc:MGI:5791126],"ARRAYEXPRESS,ENSG"
ENSMUSG00000104469,ENSMUSG00000104469,Gm37663,"predicted gene, 37663 [Source:MGI Symbol;Acc:MGI:5610891]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022422,ENSMUSG00000022422,Dscc1,DNA replication and sister chromatid cohesion 1 [Source:MGI Symbol;Acc:MGI:1919357],"ARRAYEXPRESS,ENSG"
ENSMUSG00000025584,ENSMUSG00000025584,Pde8a,phosphodiesterase 8A [Source:MGI Symbol;Acc:MGI:1277116],"ARRAYEXPRESS,ENSG"
ENSMUSG00000107476,ENSMUSG00000107476,Zfp862-ps,"zinc finger protein 862, pseudogene [Source:MGI Symbol;Acc:MGI:1889827]","ARRAYEXPRESS,ENSG"
ENSMUSG00000079436,ENSMUSG00000079436,Kcnj13,"potassium inwardly-rectifying channel, subfamily J, member 13 [Source:MGI Symbol;Acc:MGI:3781032]","ARRAYEXPRESS,ENSG"
ENSMUSG00000000628,ENSMUSG00000000628,Hk2,hexokinase 2 [Source:MGI Symbol;Acc:MGI:1315197],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022021,ENSMUSG00000022021,Diaph3,diaphanous related formin 3 [Source:MGI Symbol;Acc:MGI:1927222],"ARRAYEXPRESS,ENSG"
ENSMUSG00000073421,ENSMUSG00000073421,H2-Ab1,"histocompatibility 2, class II antigen A, beta 1 [Source:MGI Symbol;Acc:MGI:103070]","ARRAYEXPRESS,ENSG"
ENSMUSG00000102143,ENSMUSG00000102143,Gm38057,"predicted gene, 38057 [Source:MGI Symbol;Acc:MGI:5611285]","ARRAYEXPRESS,ENSG"
ENSMUSG00000061731,ENSMUSG00000061731,Ext1,exostosin glycosyltransferase 1 [Source:MGI Symbol;Acc:MGI:894663],"ARRAYEXPRESS,ENSG"
ENSMUSG00000030917,ENSMUSG00000030917,Tmem159,transmembrane protein 159 [Source:MGI Symbol;Acc:MGI:1925752],"ARRAYEXPRESS,ENSG"
ENSMUSG00000047344,ENSMUSG00000047344,Lancl3,LanC lantibiotic synthetase component C-like 3 (bacterial) [Source:MGI Symbol;Acc:MGI:2443335],"ARRAYEXPRESS,ENSG"
ENSMUSG00000025068,ENSMUSG00000025068,Gsto1,glutathione S-transferase omega 1 [Source:MGI Symbol;Acc:MGI:1342273],"ARRAYEXPRESS,ENSG"
ENSMUSG00000027533,ENSMUSG00000027533,Fabp5,"fatty acid binding protein 5, epidermal [Source:MGI Symbol;Acc:MGI:101790]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020303,ENSMUSG00000020303,Stc2,stanniocalcin 2 [Source:MGI Symbol;Acc:MGI:1316731],"ARRAYEXPRESS,ENSG"
ENSMUSG00000076917,ENSMUSG00000076917,Traj12,T cell receptor alpha joining 12 [Source:MGI Symbol;Acc:MGI:4439583],"ARRAYEXPRESS,ENSG"
ENSMUSG00000042046,ENSMUSG00000042046,Dstyk,dual serine/threonine and tyrosine protein kinase [Source:MGI Symbol;Acc:MGI:1925064],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033863,ENSMUSG00000033863,Klf9,Kruppel-like factor 9 [Source:MGI Symbol;Acc:MGI:1333856],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028634,ENSMUSG00000028634,Hivep3,human immunodeficiency virus type I enhancer binding protein 3 [Source:MGI Symbol;Acc:MGI:106589],"ARRAYEXPRESS,ENSG"
ENSMUSG00000105742,ENSMUSG00000105742,Gm42748,predicted gene 42748 [Source:MGI Symbol;Acc:MGI:5662885],"ARRAYEXPRESS,ENSG"
ENSMUSG00000091264,ENSMUSG00000091264,Smim13,small integral membrane protein 13 [Source:MGI Symbol;Acc:MGI:2652854],"ARRAYEXPRESS,ENSG"
ENSMUSG00000051675,ENSMUSG00000051675,Trim32,tripartite motif-containing 32 [Source:MGI Symbol;Acc:MGI:1917057],"ARRAYEXPRESS,ENSG"
ENSMUSG00000031327,ENSMUSG00000031327,Chic1,cysteine-rich hydrophobic domain 1 [Source:MGI Symbol;Acc:MGI:1344694],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022322,ENSMUSG00000022322,Shcbp1,Shc SH2-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:1338802],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033031,ENSMUSG00000033031,Cip2a,cell proliferation regulating inhibitor of protein phosphatase 2A [Source:MGI Symbol;Acc:MGI:2146335],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041498,ENSMUSG00000041498,Kif14,kinesin family member 14 [Source:MGI Symbol;Acc:MGI:1098226],"ARRAYEXPRESS,ENSG"
ENSMUSG00000046295,ENSMUSG00000046295,Ankle1,ankyrin repeat and LEM domain containing 1 [Source:MGI Symbol;Acc:MGI:1918775],"ARRAYEXPRESS,ENSG"
ENSMUSG00000061723,ENSMUSG00000061723,Tnnt3,"troponin T3, skeletal, fast [Source:MGI Symbol;Acc:MGI:109550]","ARRAYEXPRESS,ENSG"
ENSMUSG00000006736,ENSMUSG00000006736,Tspan31,tetraspanin 31 [Source:MGI Symbol;Acc:MGI:1914375],"ARRAYEXPRESS,ENSG"
ENSMUSG00000099569,ENSMUSG00000099569,Gm18301,"predicted gene, 18301 [Source:MGI Symbol;Acc:MGI:5010486]","ARRAYEXPRESS,ENSG"
ENSMUSG00000085088,ENSMUSG00000085088,4931413K12Rik,RIKEN cDNA 4931413K12 gene [Source:MGI Symbol;Acc:MGI:1918237],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103076,ENSMUSG00000103076,Gm37902,"predicted gene, 37902 [Source:MGI Symbol;Acc:MGI:5611130]","ARRAYEXPRESS,ENSG"
ENSMUSG00000041936,ENSMUSG00000041936,Agrn,agrin [Source:MGI Symbol;Acc:MGI:87961],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103693,ENSMUSG00000103693,Gm37529,"predicted gene, 37529 [Source:MGI Symbol;Acc:MGI:5610757]","ARRAYEXPRESS,ENSG"
ENSMUSG00000034177,ENSMUSG00000034177,Rnf43,ring finger protein 43 [Source:MGI Symbol;Acc:MGI:2442609],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022661,ENSMUSG00000022661,Cd200,CD200 antigen [Source:MGI Symbol;Acc:MGI:1196990],"ARRAYEXPRESS,ENSG"
ENSMUSG00000072082,ENSMUSG00000072082,Ccnf,cyclin F [Source:MGI Symbol;Acc:MGI:102551],"ARRAYEXPRESS,ENSG"
ENSMUSG00000051844,ENSMUSG00000051844,B230319C09Rik,RIKEN cDNA B230319C09 gene [Source:MGI Symbol;Acc:MGI:2444713],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033538,ENSMUSG00000033538,Casp4,"caspase 4, apoptosis-related cysteine peptidase [Source:MGI Symbol;Acc:MGI:107700]","ARRAYEXPRESS,ENSG"
ENSMUSG00000025175,ENSMUSG00000025175,Fn3k,fructosamine 3 kinase [Source:MGI Symbol;Acc:MGI:1926834],"ARRAYEXPRESS,ENSG"
ENSMUSG00000080939,ENSMUSG00000080939,Gm9208,predicted gene 9208 [Source:MGI Symbol;Acc:MGI:3648125],"ARRAYEXPRESS,ENSG"
ENSMUSG00000029530,ENSMUSG00000029530,Ccr9,chemokine (C-C motif) receptor 9 [Source:MGI Symbol;Acc:MGI:1341902],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033065,ENSMUSG00000033065,Pfkm,"phosphofructokinase, muscle [Source:MGI Symbol;Acc:MGI:97548]","ARRAYEXPRESS,ENSG"
ENSMUSG00000075265,ENSMUSG00000075265,Tnk2os,"tyrosine kinase, non-receptor 2, opposite strand [Source:MGI Symbol;Acc:MGI:3642140]","ARRAYEXPRESS,ENSG"
ENSMUSG00000028551,ENSMUSG00000028551,Cdkn2c,cyclin dependent kinase inhibitor 2C [Source:MGI Symbol;Acc:MGI:105388],"ARRAYEXPRESS,ENSG"
ENSMUSG00000109363,ENSMUSG00000109363,Gm44668,predicted gene 44668 [Source:MGI Symbol;Acc:MGI:5753244],"ARRAYEXPRESS,ENSG"
ENSMUSG00000029186,ENSMUSG00000029186,Pi4k2b,phosphatidylinositol 4-kinase type 2 beta [Source:MGI Symbol;Acc:MGI:1914323],"ARRAYEXPRESS,ENSG"
ENSMUSG00000100455,ENSMUSG00000100455,Gm29170,predicted gene 29170 [Source:MGI Symbol;Acc:MGI:5579876],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041684,ENSMUSG00000041684,Bivm,"basic, immunoglobulin-like variable motif containing [Source:MGI Symbol;Acc:MGI:2179809]","ARRAYEXPRESS,ENSG"
ENSMUSG00000087113,ENSMUSG00000087113,Gm11714,predicted gene 11714 [Source:MGI Symbol;Acc:MGI:3649214],"ARRAYEXPRESS,ENSG"
ENSMUSG00000052364,ENSMUSG00000052364,B630019K06Rik,RIKEN cDNA B630019K06 gene [Source:MGI Symbol;Acc:MGI:2147918],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026483,ENSMUSG00000026483,Niban1,niban apoptosis regulator 1 [Source:MGI Symbol;Acc:MGI:2137237],"ARRAYEXPRESS,ENSG"
ENSMUSG00000048327,ENSMUSG00000048327,Ckap2l,cytoskeleton associated protein 2-like [Source:MGI Symbol;Acc:MGI:1917716],"ARRAYEXPRESS,ENSG"
ENSMUSG00000068115,ENSMUSG00000068115,Ninl,ninein-like [Source:MGI Symbol;Acc:MGI:1925427],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020914,ENSMUSG00000020914,Top2a,topoisomerase (DNA) II alpha [Source:MGI Symbol;Acc:MGI:98790],"ARRAYEXPRESS,ENSG"
ENSMUSG00000031995,ENSMUSG00000031995,St14,suppression of tumorigenicity 14 (colon carcinoma) [Source:MGI Symbol;Acc:MGI:1338881],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103772,ENSMUSG00000103772,Gm36933,"predicted gene, 36933 [Source:MGI Symbol;Acc:MGI:5610161]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026700,ENSMUSG00000026700,Tnfsf4,"tumor necrosis factor (ligand) superfamily, member 4 [Source:MGI Symbol;Acc:MGI:104511]","ARRAYEXPRESS,ENSG"
ENSMUSG00000079056,ENSMUSG00000079056,Kcnip3,"Kv channel interacting protein 3, calsenilin [Source:MGI Symbol;Acc:MGI:1929258]","ARRAYEXPRESS,ENSG"
ENSMUSG00000037661,ENSMUSG00000037661,Gpr160,G protein-coupled receptor 160 [Source:MGI Symbol;Acc:MGI:1919112],"ARRAYEXPRESS,ENSG"
ENSMUSG00000038943,ENSMUSG00000038943,Prc1,protein regulator of cytokinesis 1 [Source:MGI Symbol;Acc:MGI:1858961],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020183,ENSMUSG00000020183,Cpm,carboxypeptidase M [Source:MGI Symbol;Acc:MGI:1917824],"ARRAYEXPRESS,ENSG"
ENSMUSG00000114612,ENSMUSG00000114612,Gm47550,"predicted gene, 47550 [Source:MGI Symbol;Acc:MGI:6096567]","ARRAYEXPRESS,ENSG"
ENSMUSG00000042498,ENSMUSG00000042498,Radx,"RPA1 related single stranded DNA binding protein, X-linked [Source:MGI Symbol;Acc:MGI:2147848]","ARRAYEXPRESS,ENSG"
ENSMUSG00000041147,ENSMUSG00000041147,Brca2,"breast cancer 2, early onset [Source:MGI Symbol;Acc:MGI:109337]","ARRAYEXPRESS,ENSG"
ENSMUSG00000051378,ENSMUSG00000051378,Kif18b,kinesin family member 18B [Source:MGI Symbol;Acc:MGI:2446979],"ARRAYEXPRESS,ENSG"
ENSMUSG00000017716,ENSMUSG00000017716,Birc5,baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517],"ARRAYEXPRESS,ENSG"
ENSMUSG00000109096,ENSMUSG00000109096,Gm44888,predicted gene 44888 [Source:MGI Symbol;Acc:MGI:5753464],"ARRAYEXPRESS,ENSG"
ENSMUSG00000036875,ENSMUSG00000036875,Dna2,DNA replication helicase/nuclease 2 [Source:MGI Symbol;Acc:MGI:2443732],"ARRAYEXPRESS,ENSG"
ENSMUSG00000115718,ENSMUSG00000115718,Gm49179,"predicted gene, 49179 [Source:MGI Symbol;Acc:MGI:6118614]","ARRAYEXPRESS,ENSG"
ENSMUSG00000031530,ENSMUSG00000031530,Dusp4,dual specificity phosphatase 4 [Source:MGI Symbol;Acc:MGI:2442191],"ARRAYEXPRESS,ENSG"
ENSMUSG00000104612,ENSMUSG00000104612,Gm42449,predicted gene 42449 [Source:MGI Symbol;Acc:MGI:5662586],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086752,ENSMUSG00000086752,Gm11674,predicted gene 11674 [Source:MGI Symbol;Acc:MGI:3650971],"ARRAYEXPRESS,ENSG"
ENSMUSG00000076462,ENSMUSG00000076462,Trbv2,"T cell receptor beta, variable 2 [Source:MGI Symbol;Acc:MGI:98599]","ARRAYEXPRESS,ENSG"
ENSMUSG00000097586,ENSMUSG00000097586,Gm26528,"predicted gene, 26528 [Source:MGI Symbol;Acc:MGI:5477022]","ARRAYEXPRESS,ENSG"
ENSMUSG00000098915,ENSMUSG00000098915,Rpl15-ps2,"ribosomal protein L15, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3648255]","ARRAYEXPRESS,ENSG"
ENSMUSG00000055370,ENSMUSG00000055370,Gm9968,predicted gene 9968 [Source:MGI Symbol;Acc:MGI:3642146],"ARRAYEXPRESS,ENSG"
ENSMUSG00000025812,ENSMUSG00000025812,Pard3,par-3 family cell polarity regulator [Source:MGI Symbol;Acc:MGI:2135608],"ARRAYEXPRESS,ENSG"
ENSMUSG00000049608,ENSMUSG00000049608,Gpr55,G protein-coupled receptor 55 [Source:MGI Symbol;Acc:MGI:2685064],"ARRAYEXPRESS,ENSG"
ENSMUSG00000030268,ENSMUSG00000030268,Bcat1,"branched chain aminotransferase 1, cytosolic [Source:MGI Symbol;Acc:MGI:104861]","ARRAYEXPRESS,ENSG"
ENSMUSG00000024401,ENSMUSG00000024401,Tnf,tumor necrosis factor [Source:MGI Symbol;Acc:MGI:104798],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040616,ENSMUSG00000040616,Tmem51,transmembrane protein 51 [Source:MGI Symbol;Acc:MGI:2384874],"ARRAYEXPRESS,ENSG"
ENSMUSG00000032126,ENSMUSG00000032126,Hmbs,hydroxymethylbilane synthase [Source:MGI Symbol;Acc:MGI:96112],"ARRAYEXPRESS,ENSG"
ENSMUSG00000038578,ENSMUSG00000038578,Susd1,sushi domain containing 1 [Source:MGI Symbol;Acc:MGI:3651543],"ARRAYEXPRESS,ENSG"
ENSMUSG00000015217,ENSMUSG00000015217,Hmgb3,high mobility group box 3 [Source:MGI Symbol;Acc:MGI:1098219],"ARRAYEXPRESS,ENSG"
ENSMUSG00000024795,ENSMUSG00000024795,Kif20b,kinesin family member 20B [Source:MGI Symbol;Acc:MGI:2444576],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102419,ENSMUSG00000102419,Gm36940,"predicted gene, 36940 [Source:MGI Symbol;Acc:MGI:5610168]","ARRAYEXPRESS,ENSG"
ENSMUSG00000076911,ENSMUSG00000076911,Traj18,T cell receptor alpha joining 18 [Source:MGI Symbol;Acc:MGI:4440521],"ARRAYEXPRESS,ENSG"
ENSMUSG00000109243,ENSMUSG00000109243,Gm45867,predicted gene 45867 [Source:MGI Symbol;Acc:MGI:5804982],"ARRAYEXPRESS,ENSG"
ENSMUSG00000012443,ENSMUSG00000012443,Kif11,kinesin family member 11 [Source:MGI Symbol;Acc:MGI:1098231],"ARRAYEXPRESS,ENSG"
ENSMUSG00000113196,ENSMUSG00000113196,D230049E03Rik,RIKEN cDNA D230049E03 gene [Source:MGI Symbol;Acc:MGI:2443283],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103527,ENSMUSG00000103527,Gm37261,"predicted gene, 37261 [Source:MGI Symbol;Acc:MGI:5610489]","ARRAYEXPRESS,ENSG"
ENSMUSG00000031004,ENSMUSG00000031004,Mki67,antigen identified by monoclonal antibody Ki 67 [Source:MGI Symbol;Acc:MGI:106035],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103348,ENSMUSG00000103348,Gm37053,"predicted gene, 37053 [Source:MGI Symbol;Acc:MGI:5610281]","ARRAYEXPRESS,ENSG"
ENSMUSG00000033174,ENSMUSG00000033174,Mgll,monoglyceride lipase [Source:MGI Symbol;Acc:MGI:1346042],"ARRAYEXPRESS,ENSG"
ENSMUSG00000042766,ENSMUSG00000042766,Trim46,tripartite motif-containing 46 [Source:MGI Symbol;Acc:MGI:2673000],"ARRAYEXPRESS,ENSG"
ENSMUSG00000058385,ENSMUSG00000058385,H2bc8,H2B clustered histone 8 [Source:MGI Symbol;Acc:MGI:2448386],"ARRAYEXPRESS,ENSG"
ENSMUSG00000058773,ENSMUSG00000058773,H1f5,"H1.5 linker histone, cluster member [Source:MGI Symbol;Acc:MGI:1861461]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022797,ENSMUSG00000022797,Tfrc,transferrin receptor [Source:MGI Symbol;Acc:MGI:98822],"ARRAYEXPRESS,ENSG"
ENSMUSG00000067599,ENSMUSG00000067599,Klra7,"killer cell lectin-like receptor, subfamily A, member 7 [Source:MGI Symbol;Acc:MGI:101901]","ARRAYEXPRESS,ENSG"
ENSMUSG00000053931,ENSMUSG00000053931,Cnn3,"calponin 3, acidic [Source:MGI Symbol;Acc:MGI:1919244]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026814,ENSMUSG00000026814,Eng,endoglin [Source:MGI Symbol;Acc:MGI:95392],"ARRAYEXPRESS,ENSG"
ENSMUSG00000089842,ENSMUSG00000089842,Pitpnm2os2,"phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 2 [Source:MGI Symbol;Acc:MGI:3840147]","ARRAYEXPRESS,ENSG"
ENSMUSG00000026672,ENSMUSG00000026672,Optn,optineurin [Source:MGI Symbol;Acc:MGI:1918898],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102451,ENSMUSG00000102451,Gm37655,"predicted gene, 37655 [Source:MGI Symbol;Acc:MGI:5610883]","ARRAYEXPRESS,ENSG"
ENSMUSG00000087518,ENSMUSG00000087518,Gm13561,predicted gene 13561 [Source:MGI Symbol;Acc:MGI:3651674],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103105,ENSMUSG00000103105,Gm18752,"predicted gene, 18752 [Source:MGI Symbol;Acc:MGI:5010937]","ARRAYEXPRESS,ENSG"
ENSMUSG00000087108,ENSMUSG00000087108,Gm16093,predicted gene 16093 [Source:MGI Symbol;Acc:MGI:3801946],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103085,ENSMUSG00000103085,Gm38120,"predicted gene, 38120 [Source:MGI Symbol;Acc:MGI:5611348]","ARRAYEXPRESS,ENSG"
ENSMUSG00000051586,ENSMUSG00000051586,Mical3,"microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:MGI Symbol;Acc:MGI:2442733]","ARRAYEXPRESS,ENSG"
ENSMUSG00000011831,ENSMUSG00000011831,Evi5,ecotropic viral integration site 5 [Source:MGI Symbol;Acc:MGI:104736],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085363,ENSMUSG00000085363,Gm15478,predicted gene 15478 [Source:MGI Symbol;Acc:MGI:3705145],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102776,ENSMUSG00000102776,Gm38162,"predicted gene, 38162 [Source:MGI Symbol;Acc:MGI:5611390]","ARRAYEXPRESS,ENSG"
ENSMUSG00000015944,ENSMUSG00000015944,Castor2,cytosolic arginine sensor for mTORC1 subunit 2 [Source:MGI Symbol;Acc:MGI:1933384],"ARRAYEXPRESS,ENSG"
ENSMUSG00000024140,ENSMUSG00000024140,Epas1,endothelial PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109169],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103937,ENSMUSG00000103937,Gm37186,"predicted gene, 37186 [Source:MGI Symbol;Acc:MGI:5610414]","ARRAYEXPRESS,ENSG"
ENSMUSG00000003779,ENSMUSG00000003779,Kif20a,kinesin family member 20A [Source:MGI Symbol;Acc:MGI:1201682],"ARRAYEXPRESS,ENSG"
ENSMUSG00000062727,ENSMUSG00000062727,H2bc12,H2B clustered histone 12 [Source:MGI Symbol;Acc:MGI:2448399],"ARRAYEXPRESS,ENSG"
ENSMUSG00000034674,ENSMUSG00000034674,Tdg,thymine DNA glycosylase [Source:MGI Symbol;Acc:MGI:108247],"ARRAYEXPRESS,ENSG"
ENSMUSG00000097206,None,None,None,
ENSMUSG00000038486,ENSMUSG00000038486,Sv2a,synaptic vesicle glycoprotein 2 a [Source:MGI Symbol;Acc:MGI:1927139],"ARRAYEXPRESS,ENSG"
ENSMUSG00000034329,ENSMUSG00000034329,Brip1,BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol;Acc:MGI:2442836],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028678,ENSMUSG00000028678,Kif2c,kinesin family member 2C [Source:MGI Symbol;Acc:MGI:1921054],"ARRAYEXPRESS,ENSG"
ENSMUSG00000109652,ENSMUSG00000109652,Gm45555,predicted gene 45555 [Source:MGI Symbol;Acc:MGI:5791391],"ARRAYEXPRESS,ENSG"
ENSMUSG00000106588,ENSMUSG00000106588,Gm17590,"predicted gene, 17590 [Source:MGI Symbol;Acc:MGI:4937224]","ARRAYEXPRESS,ENSG"
ENSMUSG00000021779,ENSMUSG00000021779,Thrb,thyroid hormone receptor beta [Source:MGI Symbol;Acc:MGI:98743],"ARRAYEXPRESS,ENSG"
ENSMUSG00000074476,ENSMUSG00000074476,Spc24,"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914879]","ARRAYEXPRESS,ENSG"
ENSMUSG00000015474,ENSMUSG00000015474,Ppt2,palmitoyl-protein thioesterase 2 [Source:MGI Symbol;Acc:MGI:1860075],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102964,ENSMUSG00000102964,9430034N14Rik,RIKEN cDNA 9430034N14 gene [Source:MGI Symbol;Acc:MGI:2444791],"ARRAYEXPRESS,ENSG"
ENSMUSG00000097779,ENSMUSG00000097779,4833407H14Rik,RIKEN cDNA 4833407H14 gene [Source:MGI Symbol;Acc:MGI:1921149],"ARRAYEXPRESS,ENSG"
ENSMUSG00000004263,ENSMUSG00000004263,Atn1,atrophin 1 [Source:MGI Symbol;Acc:MGI:104725],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086359,ENSMUSG00000086359,9630013K17Rik,RIKEN cDNA 9630013K17 gene [Source:MGI Symbol;Acc:MGI:1926133],"ARRAYEXPRESS,ENSG"
ENSMUSG00000029177,ENSMUSG00000029177,Cenpa,centromere protein A [Source:MGI Symbol;Acc:MGI:88375],"ARRAYEXPRESS,ENSG"
ENSMUSG00000113432,ENSMUSG00000113432,8430406P12Rik,RIKEN cDNA 8430406P12 gene [Source:MGI Symbol;Acc:MGI:1918744],"ARRAYEXPRESS,ENSG"
ENSMUSG00000101674,ENSMUSG00000101674,4930444A19Rik,RIKEN cDNA 4930444A19 gene [Source:MGI Symbol;Acc:MGI:1921230],"ARRAYEXPRESS,ENSG"
ENSMUSG00000102329,ENSMUSG00000102329,Gm10851,predicted gene 10851 [Source:MGI Symbol;Acc:MGI:3641824],"ARRAYEXPRESS,ENSG"
ENSMUSG00000053080,ENSMUSG00000053080,Zfta,zinc finger translocation associated [Source:MGI Symbol;Acc:MGI:1919667],"ARRAYEXPRESS,ENSG"
ENSMUSG00000069910,ENSMUSG00000069910,Spdl1,spindle apparatus coiled-coil protein 1 [Source:MGI Symbol;Acc:MGI:1917635],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033730,ENSMUSG00000033730,Egr3,early growth response 3 [Source:MGI Symbol;Acc:MGI:1306780],"ARRAYEXPRESS,ENSG"
